"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"臺中市",5,3,"沈智慧",46/9/16,女,"臺中市","中國國民黨","文化大學新聞系、
企管系雙學士。","立法院立法委員第一至第六屆、第九屆補選。國民黨中常委。
立法院司法、交通、國防、預決算召委。
臺中市大樓社區協進會理事長。
臺中市北屯區體育會理事長。
臺中市世界聯合保護動物協會理事長。
臺中市青年同心會理事長。
北屯區婦女會理事長。
臺中市籃球委員會主委，曾舉辦國際瓊斯杯籃球賽。"
"臺中市",5,4,"彭振芳",53/5/20,"男","臺中市","臺灣前進黨","74年私立樹德工業專科學校
化學工程科畢業","74至78年陸軍航空第一大隊、
補給官、分隊長。"
"臺中市",5,5,"苗豐隆",51/7/23,"男","基隆市","無","基隆市立忠孝國小畢業
台中縣立大雅國中畢業
省立台中二中畢業
逢甲大學電子工程學系畢業
北達科塔州立大學電機碩士畢業","宜寧高職電子工程科教師
嶺東高職電子工程科教師
美國蘭達電子公司
電源供給器設計工程師
三金出版社社長"
"臺中市",5,6,賴建豪,66/1/7,"男","臺中市","親民黨","國立台灣體育學院(五專部)","富邦公牛棒球隊
兄弟象職業棒球隊
福彥電子股份有限公司
天下數位股份有限"
"臺中市",5,7,"顧吉熙",50/3/24,"男","臺北市","無","中興高中","美國加州所羅馬州立大學肆業
美國Sharp公司洛杉磯授權經銷商執行長
美國Basho Technologies大數據公司總裁辦公室執行主任"
"臺中市",5,8,"黃名白",62/9/30,女,"彰化縣","無","國立空中大學專科部","玉皇不動產經紀有限公司董事長
玉皇餐飲部董事長
玉皇補習班執行長
臺中市玉皇關懷弱勢公益協會理事長
105年度台中市北屯區好人好事代表"
"臺中市",5,9,"謝文卿",60/7/15,"男","臺中市","台灣民眾黨","1.親民工業專科學校","1. 九福國際人力仲介有限公司董事長
2. 希望人力仲介有限公司CEO
3. 和進電子股份有限公司董事
4. 2019-2020國際獅子會300C1區總監
5. 2014-2015國際獅子會台中市民泰獅子會會長
6. 中央警察大學732中區總顧問"
"臺中市",6,1,"楊木蘭",49/11/8,女,"臺中市","無","明道高級中學",
"臺中市",6,2,"黃國書",53/1/3,"男","南投縣","民主進步黨","國立臺中一中
國立臺北藝術大學
國立中興大學國際政治研
究所碩士","第八、九屆立法委員
臺中市議員（連任五屆）
中興大學第廿屆傑出校友
臺中市圍棋協會理事長
臺中一中校友會監事"
"臺中市",6,3,"吳光中",52/3/31,"男","臺中市","親民黨","東海大學法律學系畢業。","一. 台中市宋友會常務理事。
二. 華南產物保險公司法務、財
務課長
三. 台中地方法院法官助理。
四. 永旭法律事務所 責人。"
"臺中市",6,4,"洪偉富",49/10/30,"男","彰化縣","宗教聯盟","彰化路上國小
彰化芳苑國中
復興商工美術工藝科
輔仁大學宗教學士","輔仁大學宗教研究所
宗教聯盟中央委員
天公教道法學院院長
台灣省道教會秘書長/教務長
中華道教總會教育委員
致理科技大學推廣部講師
輔仁大學台灣民間宗教學術中心
研究員
台中直轄市道士職業工會科儀研
究中心主任
勞動部雲林縣道教會道教實務課
程講師"
"臺中市",6,5,"李中",48/7/20,"男","臺中市","中國國民黨","國立成功大學工業設計系
畢業
省立台中一中畢業
台中市立育英國中畢業
台中市立光復國小畢業","臺中市議會議員、上海復旦大學
工商管理碩士、中華民國對外貿
易發展協會專員、聯合報系經濟
日報社採訪中心記者、台中市暨
台灣省建築公會暨聯合會總幹事
、私立慈明中學兼任教師"
"臺中市",7,1,"何欣純",62/12/18,女,"臺中市","民主進步黨","英國約克大學婦女研究碩士
國立成功大學
臺中女中
成功國中
塗城國小","第九屆立法委員
第九屆第五會期立法院民進黨黨團幹事長
第九屆第四會期立法院民進黨黨團書記長
第八屆立法委員
第一屆大臺中市議員
第十五、十六屆臺中縣議員"
"臺中市",7,2,"蔣祖棋",49/1/18,"男","臺北市","司法正義黨","國立中正大學成人及繼續教育碩士
世新大學廣播電視科三專日間部畢
雲林斗六高中正心中學1208畢
台北雙連國小轉雲林虎尾國小畢業","一、中小企業處經營管理顧問甄試合格
二、永琦百貨公司廿年行銷主管職
三、群力顧問公司資深行銷顧問師
四、社會教育館大里社教站召集人
五、大里區樂齡學習中心主任講師
六、無力自保者團結協會副會長等"
"臺中市",7,3,"林培基",39/2/10,"男","臺中市","一邊一國行動黨","嶺東科技大學專科畢
草屯商職畢
塗城國小畢","美國華盛頓政治研究
東海大學地政研究
金城里里長、大里區里長聯誼會副會長、金城里水災自救會總指揮、守望相助隊創隊長、金城宮慈合宮顧問、金城社區長壽俱樂
部顧問、金城社區發展協會會員、臺中縣淨統登山環保協會會員、臺中縣大里市塗城體操協會第6屆理事長、臺中縣大里市守望相助促進會第四屆顧問"
"臺中市",7,4,"莊子富",60/3/21,"男","臺中市","中國國民黨","美國夏威夷太平洋大學
企業管理及市場行銷系
雙學士畢業","美國市場行銷雜誌創社副總編輯
台中廣播電台總經理
台中廣播電台副總經理
台中廣播電台經理
台中廣播電台DJ
國立台灣體育運動大學講師
台中亞哥花園總財務長
台中亞哥花園營運主任"
"臺中市",7,5,"傅若怡",58/11/27,女,"臺中市","合一行動聯盟","朝陽科技大學休閒事業管理系碩士
亞洲大學生活應用科學系理學學士
中臺科技大學護理助產科
潭子國中
潭子國小","霧峰澄清醫院個案管理師；
台灣職業健康護理學會會員；
臺中市大臺中護理師護士公會會員；
但以理學院2015班畢業；
朝陽科技大學衛生保健組護理師、組長；
臺北榮民總醫院護理師"
"臺中市",8,1,"翁美春",52/2/14,女,"澎湖縣","民主進步黨","亞洲大學管理學院財務金融學系碩士畢業","大台中市第一、二屆市議員。台
中縣第十六屆縣議員。台中市議
會警消環衛召集人。台中市議會
民進黨團幹事長。台中市議會民
進黨團書記長。民進黨台中縣黨
部婦女組組長。六合慈善會理事
。翁子義警分隊顧問。美豐獅子
會顧問。台中縣記帳士公會顧問
。"
"臺中市",8,2,"江啟臣",61/3/2,"男","臺中市","中國國民黨","美國南卡羅萊納大學國際關係博士、美國匹茲堡大學國際事務碩士、國立政治大學外交學系學士、台中一中、豐南國中、瑞穗國小","中華民國第八、九屆立法委員、
行政院新聞局局長、東吳大學政
治系副教授、台灣經濟研究院國
際處代處長、公民團體評鑑立法
院優秀委員、國民黨立法院黨團
總召、國民黨政策委員會執行長
、國民黨中常委"
"臺中市",8,3,"朱智德",81/11/8,"男","臺北市","台灣維新","國立台灣大學政治學系輔哲學系學士畢業","台灣無條件基本收入協會理事。
障礙者服務人員產業工會籌備會
。手天使。勞權公投聯盟。新活
力自立生活協會。愛閱二手書坊
志工。台大大陸社。台大學生會
福利部。中研院人文講座助教。"
"臺中市",8,4,"劉星龍",69/5/5,"男","臺中市","無","臺灣省立東勢高級工業職業學校",
