"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"桃園市",4,1,"林國政",55/4/27,"男","臺中市","國會政黨聯盟","銘傳大學碩士、國防大學
理工學院","銘傳大學博士生、臺灣政治研究員
、銘傳大學民主法治講師、桃園社
區大學主任兼講師、桃園市政府區
政諮詢委員、二屆市民代表、一屆
里長、二屆國民黨全國黨代表、宋
楚瑜十四屆總統大選桃園競選總部
執行長、吳志揚95 年立委駐區秘
書、行政院防疫講師十年捐贈幼兒
園及社區千萬元超次亞水防治流感"
"桃園市",4,2,"李中",66/12/15,女,"臺北市","勞動黨","大葉大學食品工程學系學士","勞動黨中央委員
台灣地區政治受難人互助會常務委員"
"桃園市",4,3,"吳清江",52/4/18,女,"桃園市","合一行動聯盟","國立臺灣大學農藝系畢業","美國猶他州立偉伯大學畢業
傳播/ 英文/ 心理系
美夏威夷州萬國大學碩士班修習
青年使命團門徒訓練學校 校長/
講師/ 口譯
愛修園領袖學院道學碩士文憑
愛修園領袖學院實用教牧博士文憑"
"桃園市",4,4,"萬美玲",58/9/25,女,"臺北市","中國國民黨","美國明尼蘇達州立曼徹普利敦大學","廣州暨南大學國際關係研究所碩士
桃園縣第15.16.17屆縣議員
桃園市第1.2.屆市議員
桃園市議會教育審查小組召集人
朱立倫競選總統辦公室新聞發言人
中山國小家長會長
中興國中管樂班後援會會長
兒童少年保護協會理事長
桃園區女青年會理事長
婦女企管協會理事長
嘉義同鄉會副理事長
江西同鄉會理事長"
"桃園市",4,5,"鄭寶清",44/1/10,"男","桃園市","民主進步黨","國立中央大學管理學博士
國立中興大學法學碩士
國立中興大學公共行政系學士","第三、四、九屆立法委員
民進黨立法院黨團總召集人
行政院陸委會諮詢委員
第二屆國大代表、主席團主席
台鹽公司董事長
桃園航空城董事長
崇右科大教授、副校長
開南大學教授
民進黨中執委、中常委
民進黨桃園縣黨部主委"
"桃園市",5,1,"呂玉玲",50/6/19,女,"桃園市","中國國民黨","中原大學商學院企業管理
學系碩士。桃園創新技術
學院企業管理系。育達商
職。中壢國中。中壢國小。","第八、九屆立法委員。珍珠國際同
濟會第十屆會長。婦聯青溪桃園縣
支會主任委員。桃園市守望相助大
隊平鎮中隊中隊長。國立中央大學
客家書院執行委員。平鎮市社區營
造協會理事長。平鎮市體育會理事
長。桃園縣平鎮市婦女會理事長。"
"桃園市",5,2,"劉芳萍",45/10/22,女,"臺北市","勞動黨","1980 年中興大學公共行政
系畢業","1988 年正式踏入勞工服務行列，任
勞動人權協會幹事。
1989-1991 任勞動黨桃竹苗勞服中
心總幹事。
1992-1994 任勞動倫理基金會董事。
1993-2000 任彰化縣木工業職業工會
秘書兼木工會全國聯合會總幹事。
2001-2019 接手桃園市新世紀愛鄉
協會勞工服務工作。
2006-2019 任桃園市政府勞資爭議
調解委員。"
"桃園市",5,3,"張誠",49/6/2,"男","臺北市","國會政黨聯盟","美國伊利諾大學香檳校區
電腦科學 博士
清華大學 計算機管理決策
研究所 碩士
國防大學 中正理工學院
應用數學系 學士","國立中央大學企管系 兼任助理教
授
台北市榮譽觀護人協進會 副理事
長
解癮戒毒協會 副理事長
中華民國中央軍校校友總會 監事
中山科學研究院 雄風三型飛彈 上
校總工程師
美國太空總署(NASA) 反物質磁譜
儀 研究專員
( 主持人: 丁肇中)"
"桃園市",5,4,"易乃文",51/8/26,"男","桃園市","無","桃園市潛龍國小
桃園市龍潭國中
中正預校
嶺東科技大學國際企業研
究所碩士
國立彰化師範大學工業教
育與技術學系博士","陸軍軍官學校
三軍大學陸軍學院
國防大學戰爭學院
陸軍排連營長
國防大學陸軍學院教官
成功嶺上校旅長
南部地區後備指揮部副指揮官
高鼎人力公司總經理室特助／彰化
分公司經理
臺中監獄教誨志工老師
臺中江西同鄉會理事長"
"桃園市",5,5,"蔣絜安",57/7/7,女,"苗栗縣","民主進步黨","東吳大學中文系
臺大國家發展研究所法學
碩士
中央大學客家學院社會科
學碩士","中央大學客家學院客家研究博士班
中廣、華視、民視等媒體記者、主
播、主持人、國際拼布藝術創作家
客家委員會諮詢委員、客語薪傳師
桃園市政府客家事務局局長、立法
院第九屆民進黨不分區立法委員
國會評鑑三項優質委員
客委會一等客家事務專業獎章"
"桃園市",6,1,"陳學聖",46/9/28,"男","臺北市","中國國民黨","建國中學；台大政治系學
士；淡江大學中國大陸研
究所碩士","中華日報、中國時報記者；亞洲電
台資深主持人；第六、七屆台北市
議員；桃園縣政府文化局長；中國
國民黨中常委；中國國民黨桃園縣
黨部主委；第四、五、八、九屆立
法委員"
"桃園市",6,2,"趙正宇",55/3/29,"男","桃園市","無","銘傳大學公共事務學碩士","●公所秘書
●市民代表
●桃園縣第15、16、17 屆縣議員
●桃園市第1 屆市議員
●立法院第九屆立法委員"
