縣市,選區,號次,姓名,生日,性別,出生地,政黨,學歷,經歷
高雄市,4,2,黃兆呈,44/9/24,男,高雄市,台灣維新,"１國立鳳山高級中學初中部
２正修工專五專部（現改名正修科技大學）","林園鄉代表會  副主席
高雄縣議會第十四屆議員
林園鄉第十四屆鄉長
林園區廣應廟主任委員"
高雄市,4,3,周凱崙,72/7/20,男,臺北市,無,"大寮國中畢
高雄高工化工科畢
國立聯合大學化學工程科二專部畢
明志科技大學二年制化學工程系畢","五六四裝甲旅砲兵營下士副砲長（義務役）
從事醫藥業務代表12年"
高雄市,4,4,孫蓬逸,44/1/3,男,高雄市,台澎黨,高雄海專,
高雄市,4,5,徐慶煌,65/12/11,男,高雄市,中國國民黨,"一、台北市立體育學院運動科學研究所碩士。
二、高雄市立高雄高工。
三、高雄縣立大寮國中。
四、高雄縣立大寮國小。","一、國立屏東科技大學環境工程與科學系博士候選人。
二、經濟部工業局內埔工業區服務中心主任。
三、國民小學教師、北體、正修、美和科大講師。
四、中華民國亞、奧運射擊國手。
五、飛靶射擊全國紀錄保持人。"
高雄市,5,1,李佳玲,67/1/21,女,高雄市,台灣民眾黨,"高雄市立光武國小畢
高雄市立陽明國中畢
高雄市立鳳新高級中學畢
私立靜宜大學國際貿易學系畢","兒童美語KK音標專任講師90-92年
92-99年補習班班主任兼資優數學講師，99-108年人壽保險規劃師，108學年度陽明國小家長會常務理事，柯粉俱樂部高屏區版主"
高雄市,5,2,黃柏霖,56/10/31,男,高雄市,中國國民黨,國立中山大學公共事務管理研究所博士、國立中山大學人力資源管理研究所碩士、正修工專土木工程科、道明中學、正興國小。,縣市合併後第1至3屆、合併前第6、7屆高雄市議員、中國國民黨高雄市黨部主任委員、正修科技大學助理教授、高雄市新桃苗同鄉會秘書長、高雄市政府公務人力發展中心講師、正忠文教協會理事長。
高雄市,5,3,李昆澤,53/4/29,男,臺灣省宜蘭縣,民主進步黨,"國立中山大學政治學碩士
輔仁大學歷史系
公督盟評鑑連續15個會期優秀立委
蔡英文主席特助
陳定南立委特助
第六、八、九屆立委
第六屆高雄市議員
第三屆國大代表
高雄縣政府新聞室主任
國立高雄科技大學國際企業系博士班（在學中）","台灣人權促進會總幹事
台灣人權雜誌總主筆
台灣環保聯盟幹事
電器維修工
成衣廠縫紉機維修工"
高雄市,6,1,李鎔任,41/12/22,男,臺南市,國會政黨聯盟,臺灣省立玉井高級中學農產製造科,1990-1993菲律賓農漁業輔導，1994-1995泰國農業經濟開發，1996柬埔寨經貿開發，1996-1999香港集元開發公司董事長，中華全球華僑總會第四屆理事長，興中同盟會主席，華夏興中傳媒董事長
高雄市,6,2,林鴻正,56/7/23,男,高雄市,喜樂島聯盟,"高雄高工機工科
樹人醫護管理專科",台灣代禱守護者
高雄市,6,3,劉仙娥,63/11/21,女,臺南市,勞動黨,"獅甲國小
獅甲國中
國際商工
高雄市立空中
大學法政系",高雄市工具車輛操作員職業工會理事。社團法人勞動事務服務協會總幹事。勞動部認證勞資爭議調解人。國立中正大學勞工關係學系。
高雄市,6,4,周金榜,43/7/25,男,臺灣省嘉義縣,無,"國立高雄工業專科學校，工業工程管理科畢業
私立中華藝術學校（前建功中學畢業）","國立中山大學財務金融研究所結業
高雄市地政士代書
高雄市第三信用合作社：監事六任 理事二任"
高雄市,6,5,吳佩蓉,65/9/5,女,高雄市,無,前金幼稚園、前金國小、七賢國中、鳳山高中、成功大學歷史學系、清華大學歷史研究所碩士畢。,中央研究院史語所研究助理、高雄市政府研考會企劃員、行政院新聞局行政專員、行政院大陸委員會副研究員、立法院法案助理、促轉會副研究員
高雄市,6,6,吳益政,52/4/4,男,臺灣省屏東縣,親民黨,"一、美國哥倫比亞大學國際政治經濟學碩士。
二、台灣大學政治系。
三、台北商專財稅科。
四、高雄高工建圖科。","高雄市合併前第六、七屆及合併後第一、第二、第三屆市議員。
正修科技大學講師。
文藻外語大學講師。"
高雄市,6,7,劉哲嘉,68/9/30,男,臺北市,台澎黨,國防大學法律系畢,"軍法書記官
台澎黨秘書長
富士達保險經紀人公司經理"
高雄市,6,8,李建輝,70/6/1,男,高雄市,台灣維新,"臺北市私立東山高級中學
屏東縣萬丹國中
高雄市四維國小","臺灣八點檔演員
民視－意難忘　娘家
台視－東門四少　田庄
英雄　艋舺的女人
中視－月亮上的幸福
華視－這三個女人
公視－苦力
大愛－醫世情
三立－天下女人心　金家好媳婦
東風－企劃人員
電影－南方記事之浮世光影
央視－台商"
高雄市,6,9,趙天麟,62/3/8,男,臺北市,民主進步黨,"國立中山大學
公共政策碩士","第8、9屆立法委員
第6、7屆高雄市議員
美國國務院IVLP國際訪問學人
日本慶應大學法學部訪問研究員
高雄科技大學工管博士班肄業
陳其邁、陳菊、謝長廷高雄市長競選總幹事及發言人
民進黨中國部、文宣部、青年部主任、發言人、中央執行委員
高雄世新大學、真理大
學校友會理事長
前金教會執事"
高雄市,6,10,陳美雅,59/11/12,女,高雄市,中國國民黨,道明幼稚園、中山國小、大義國中、高雄高商、日本明治大學法學學士、日本早稻田大學法學碩士、日本早稻田大學法學博士。,高雄市議員、臺灣高等法院高雄分院法官助理、高雄市產業發展協會副秘書長、體育會理事、婦女會理事、市立空大助理教授、日本台灣交流協會邀請以意見領袖赴日交流、國民黨文傳會副主委、台南同鄉會顧問、澎湖同鄉會、雲林同鄉會、屏東同鄉會。
高雄市,7,1,李雅靜,66/12/24,女,高雄市,中國國民黨,中山公事所碩士、輔英技術學院環工系、大仁藥專工安科、鳳西國中、鳳山國小,中山大學環工所博士候選人、高雄市議會第1、2、3屆議員、國民黨團副總召、書記長、全國青工會總會長、第19屆中常委、第19、20屆中央委員、輔英科大校友會副理事長、大仁科大、正修科大校友會顧問、2013高雄青商會長
高雄市,7,2,吳青木,37/5/21,男,臺灣省雲林縣,台澎黨,復華高級中學,一生為台灣建國義工
高雄市,7,3,許智傑,55/1/5,男,臺灣省嘉義縣,民主進步黨,"一、高雄市立五甲國小
二、高雄市立五甲國中
三、高雄中學
四、台大機械工程系
五、國立高雄師大教育學系碩士","一、鳳山市第8屆市民代表
二、第十五屆高雄縣議員
三、第十屆鳳山市市長
四、鳳山區區長
五、第八屆立法委員
六、第九屆立法委員
七、高雄師範大學教育所博士候選人"
高雄市,7,4,葉鳳強,63/1/17,男,高雄市,無,"正修科技大學經營管理碩士。
世新大學口語傳播學士。
正修工專土木工程副學士。
道明中學音樂班。
忠義國小音樂班。
復興幼稚園。",中信金融管理學院模特兒與展演系/時尚設計與創業學系專任助理教授暨創系主任、鳳格文化傳媒執行長、正友公關董事長、淨圓生命董事長、新灣扶輪社社長、鳳山早稻田社區主委、天方葉談美術館創辦人
高雄市,7,5,陳惠敏,61/10/21,女,高雄市,時代力量,"東海大學社會學系博士
清華大學人類學研究所碩士
道明中學","時代力量立法院黨團主任
時代力量高雄黨部主委、秘書長台灣大學優良教師、社會系專案助理教授
自立晚報南部新聞中心記者"
高雄市,7,6,林杰正,43/3/25,男,高雄市,無,"高雄市三民國小
高雄市立三中
高雄中學
高雄醫學院醫學系畢","曾任台大病理科兼任醫師
曾任台大病理研究所研究生
現任方舟醫療團執行長
現任小港區鳳林診所負責醫師
現任小港區孔鳳診所支援醫師
現任鳳山區和成診所支援醫師
現任三民區鼎山診所支援醫師"
高雄市,7,7,秦詩雁,61/9/12,女,臺灣省彰化縣,親民黨,"夏威夷太平洋大學畢業(美國)
觀光管理系","美國夏威夷亞洲旅行社票務專員
台北希爾頓大飯店
祥捷股份有限公司執行長"
高雄市,8,1,敖博勝,65/9/14,男,高雄市,台灣民眾黨,"高雄中學
國立政治大學中國文學系","高雄市106年社會優秀青年
立法院國會助理
高雄智庫執行長
OpenKMT副秘書長
國民黨19、20全黨代表(因說真話質疑韓國瑜遭開除黨籍)"
高雄市,8,2,陳麗娜,59/3/10,女,臺灣省宜蘭縣,中國國民黨,國立高雄餐旅大學餐旅教育研究所碩士、中國文化大學理學士,高雄市第六~七屆議員、縣市合併後第一~三屆議員、中國國民黨高雄市黨部副主委、高雅市婦女會理事長、高雄市前鎮區婦聯會主委、高雄仁愛扶輪社社長、宜蘭縣旅高同鄉會理事、救國團小港區團務委員會會長、社教館小港社教站召集人、高雄市小港區婦女會理事長
高雄市,8,3,賴瑞隆,62/11/15,男,臺灣省彰化縣,民主進步黨,國立臺灣大學國家發展研究所碩士,"立法委員
立法院經濟委員會召委、內政委員會召委
立法院民進黨團副幹事長
立法院永續會副會長
公督盟國會評鑑連續七次優秀立委
高雄市政府海洋局局長、新聞局局長、觀光局主任秘書
2009年高雄世運會執行秘書
黃色小鴨策展人
五月天代言推手
行政院新聞局簡任秘書
行政院勞委會專員"
高雄市,8,4,蔡媽福,38/1/23,男,臺灣省嘉義縣,宗教聯盟,明德高中,"蔡逍遙獎學基金會董事長
高雄市舉重協會名譽主委
高雄市第三、四、五、七屆市議員
前鎮、小港、瑞祥高中家長會長"
