"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"臺南市",4,3,"林志文",61/3/20,"男","臺南市","一邊一國行動黨","・國立成功大學政治經濟學研究所碩士
・輔仁大學大眾傳播系學士
・台南二中","・民進黨台南市黨部副執行長兼媒體發言人
・社團法人台南市友善愛心協會理事長
 ・遠東科技大學講師
・民眾日報記者
・2004年陳水扁總統台南市總部文宣部主任"
"臺南市",4,4,"林燕祝",54/1/14,女,"臺南市","中國國民黨","・長榮大學高階管理碩士班畢業","・第一、二、三屆台南市議會 市議員
・中國國民黨第二十屆 中央委員
・中國國民黨台南市議會黨團 副書記長
・中華民國婦女聯合會永康區支會主任委員
・中華民國犯罪矯正協會 監事
・中華民國犯罪矯正協會台南分會副會長
・台灣林氏宗親總會 副理事長"
"臺南市",4,5,"林淑娟",60/11/10,女,"臺南市","宗教聯盟","・國立成功大學護理系畢。","・曾任兒童美語補習班負責人。
・現任教會主日學校長。 生命教育講師。"
"臺南市",4,6,"林宜瑾",58/8/25,女,"臺南市","民主進步黨","・成功大學政治經濟學碩士
・東吳大學社會學系
・家齊女中","・台南六屆議員
・民進黨中常委、中執委
・台南慢壘協會理事長
・台南身心障礙者體育協會創會理事長
・台南教師會、教育產業工會、環保局工會顧問
・台南醫師、建築師、建商公會顧問
・陳水扁及蔡英文總統造勢主持人
・賴清德國大代表服務處主任
・林義雄核四公投活動部主任
 ・野百合學運校際代表"
"臺南市",5,1,"李伯利",69/7/18,"男","臺南市","安定力量","・開元國小
・後甲國中
・崑山高職","・更新實業股份有限公司董事
・極光小組教會牧師
・台南市行走禱告大軍主席
・台南市衛生局毒品防治中心講師
・得勝者教育協會、中國信託反毒基金會-防毒課程講師
・慈幼高級工商職業學校藥物濫用防制教育講師"
"臺南市",5,2,"林義豐",37/2/4,"男","臺南市","無","・協進國小
・美國維吉尼亞州管理科技大學企業管理碩士","一、伍彩集團創辦人						
二、伍彩企業股份有限公司董事長
三、伍紡纖維股份有限公司副董事長														
四、柏谷建設股份有限公司董事	
五、櫻谷建設股份有限公司總經理
六、東急營造股份有限公司股東"
"臺南市",5,3,"林俊憲",54/3/7,"男","臺南市","民主進步黨","・臺南一中畢業
・國立成功大學企管系畢業
・美國密蘇里大學企管碩士（u.of Missouri，MBA）","・台南市第14､15､16屆議員
・民進黨中央黨部發言人
・賴清德競選市長執行總幹事
・民進黨中央執行委員
・長榮大學－國際企業兼任講師
・第9屆立法委員
・臺大國家發展研究所博士班"
"臺南市",5,4,"蔡淑惠",56/1/22,女,"臺南市","中國國民黨","・新興國小
・大成國中
・曾文高中
・嘉南藥理科技大學","・台南市議會第十三至十六屆議員
・直轄市臺南議會第一、二屆議員
・台南市南區婦女會理事長
・真善美獅子會會長
・新興國小校友會會長
・社團法人台南市慢速壘球協會理事長
・台南市南區老人會顧問
・台南市福祿壽長壽會顧問
・社團法人台南市養生文教協會顧問
・佛光山南台別院南四會會員"
"臺南市",5,5,"陳致曉",56/2/18,"男","臺南市","無","美國紐約科技大學(今紐約大學工學院)電機工程博士
政治大學科技管理EMBA碩士
清華大學電機工程學士
台南一中
建興國中
南師附小
第一幼稚園","台灣科技大學副教授
美國貝爾實驗室研究員
台中日美德專利83件
台灣土地正義行動聯盟理事長
反南鐵東移自救會長
台灣首位因撰文遭政府自訴毀謗者
八年土地環境勞工教育文史社會運對抗政商權貴"
"臺南市",5,6,"吳炳輝",56/12/1,"男","雲林縣","無","・東吳大學法律系學士","・加拿大大學企業管理碩士
・加拿大大學企業管利博士
・79年律師高考及格
・79年高考法制人員及格
・義照律師事務所主持律師
・總統府法律顧問
・交通部道安諮詢委員
・經濟部新南向政策博士研究員
・88年至91年台南選舉委員會選舉委員
・財團法人家扶中心扶幼委員
・青少年關懷協會發起人
・財團法人法律扶助基金會委員"
"臺南市",6,1,"李晉豪",63/12/23,"男","臺南市","安定力量","・台南一中		
・台大園藝系畢業","・論壇報記者
・社福機構以琳之家第一任執行長
・新生命台福基督教會創會同工
・台南安定力量聯盟主席
・台南捍衛婚姻家庭聯盟執行長
・愛家公投台南總召
・下一代幸福聯盟台南總召"
"臺南市",6,2,"洪秀柱",37/4/7,女,"臺北市","中國國民黨","・省立台北第二女中
・中國文化大學法律系
・美國密蘇里州立東北大學教育博士","中國國民黨主席、立法院副院長、第一~八屆立法委員、中華青雁和
平教育基金會董事長、中常委、政策會副執行長、政策會立院工作會
副主任、婦工會副主任、中央青工會副主任、台灣省黨部編審、台北
縣黨部婦工組長、訓導主任、教務主任、中學教師"
"臺南市",6,3,"唐宇姮",62/2/20,女,"臺南市","台澎黨","・崑山科技大學專科部二年制","・台南五信
・台灣積體電路（股）公司"
"臺南市",6,4,"王定宇",58/3/5,"男","高雄市","民主進步黨","・國立台北大學企業管理博士
・國立成功大學企業管理碩士","國立成功大學外文系學士
2010年美國華府台灣年輕世代領袖培訓營
台南市第15、16屆市議員
第一屆台南直轄市議員
第九屆立法委員
民進黨15、16、17屆中執委
民進黨第18屆中常委"
"臺南市",6,5,"翁語含",62/12/16,女,"臺南市","台灣維新","・國立臺南海事
・國立歸仁國中
・國立歸南國小
・私立博愛幼稚園","・崑山科大企管系所碩士在職進修班
・立法委員助理
・市長候選人助理
・百貨公司廠商督導翁記企業負責人
・參選市議員"
