"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"臺東縣",0,1,"張志明",53/2/27,"男","宜蘭縣","中國國民黨","國立臺灣師範大學學士。
美國明尼蘇達大學博士。","國立宜蘭高中教師、組長。
國立東華大學教授、代理所長、學生事務長、總務長。
花蓮縣政府教育局長、副縣長。
臺東縣政府教育處長、副縣長。"
"臺東縣",0,2,"陳允萍",58/5/12,"男","臺東縣","台灣民眾黨","臺東師專附小
臺東寶桑國中
臺東公東高工
私立勤益工專肄
臺灣警察專科學校
中央警察大學外事警察研究所畢業(法學碩士)","臺東縣警局外事課外事警員
臺東縣警察局臺東分局外事巡官
內政部移民署臺東縣服務站專員
外語通譯協會理事長
西區扶輪社區服務團長
台灣司法通譯協會創辦人"
"臺東縣",0,3,"張坤和",42/1/20,"男","臺東縣","無","一、臺東縣太麻里鄉美和村美和國小
二、臺東縣立卑南初中
三、國立臺東中學(高中)
四、國立臺北大學(前國立中興大學法商學院法律系法學組)","一、財稅法務乙等特考(71年度)及格
二、財政部所屬財務機關審查11年
三、財政部所屬國產局審查員1年
四、81年專門職業及技術人員高考及格
五、律師執業近30年(停權處分是無效)"
"臺東縣",0,4,"劉櫂豪",56/2/2,"男","臺東縣","民主進步黨","仁愛國小
新生國中
台東高中
政治大學","法官
律師
副縣長
立法委員"
