"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"新北市",4,3,"吳秉叡",55/10/7,"男","臺東縣","民主進步黨","成功高中；國立政治大學法律系法
學組學士；國立政治大學法律研究
所碩士。","野百合學運政大學生代表；臺東地
方法院法官；臺灣司法改革連線成
員；凱達格蘭學校國策班第1期；
律師；臺北縣政府縣長機要秘書；
民進黨臺北縣、新北市黨部主任委
員；第六、八、九屆立法委員；立
法院民進黨團第八屆第4、5會期黨
團書記長；立法院民進黨團第九屆
第1、2會期黨團幹事長。"
"新北市",4,4,"黃博仁",53/1/11,"男","嘉義市","勞動黨","國立華南商業職業學校廣告設計科
畢","廣告公司企劃
夏潮聯合會執行秘書
中國統一聯盟社會部部長
北京商學院畢"
"新北市",4,5,"王斯儀",51/3/1,女,"宜蘭縣","國會政黨聯盟","東方技術學院二技、親民技術學院
二專、延平中學、冬山國中、冬山
國小","台北醫學院保營系研究所、第九屆
新莊立委候人、99年世界和平和諧
公益大使、107年廈門兩岸論談社
區建設主講來賓、愛是美傳愛身心
靈關懷協會籌備理事長、愛是美國
際社會企業執行長、命理傳愛身心
靈諮詢顧問講師、傳愛主播、上市
公司營養顧問國家級營養師"
"新北市",4,6,"陳俊憲",68/6/1,"男","新北市","安定力量","丹鳳國小畢業
丹鳳國中畢業","泰子實業有限公司創辦人
連鎖炭火燒肉顧問
海鮮餐廳服務生
水电材料行送貨員
輔仁大學肄業
政大EMBA創業主精修班第四期結
業"
"新北市",4,7,"陳明義",56/9/18,"男","澎湖縣","中國國民黨","五股國小、五股國中、西湖工商、
醒吾技術學院、文化大學政治學研
究所畢業","新北市議員、台北縣議員、五股鄉
民代表、海龍蛙兵教官、新北市親
子協會創會長、新北市救難協會創
會長、新北市籃球委員會主委、台
北澎湖同鄉會理事、醒吾科大校友
會理事長、新莊分局刑事義警、
板橋法院榮譽觀護人、國民黨發言
人、台灣幸福基金會董事長"
"新北市",4,8,"張哲偉",70/12/12,"男","新北市","綠黨","清華大學工業工程與工程管理學系
碩士
清華大學工業工程與工程管理學系
學士","第五代虛擬科技股份有限公司營運
總監"
"新北市",4,9,"林麗容",43/10/13,女,"嘉義市",正黨,"輔仁大學學士、國立臺灣師範大學
碩士、法國巴黎第四大學歷史博士
巴黎第一大學政治博士。嘉義垂楊
國小、玉山初中、嘉義女中畢業。","曾任:輔大教授真理大學教授臺師大
教授臺北大學教授臺科大老師東吳
大學老師。北一女東山強恕恆毅水
上萬能工商等老師。裕民福營新莊
高中家長會長。嘉義同鄉會太極拳
獅子會會員。"
"新北市",5,1,"蘇巧慧",65/4/5,女,"臺北市","民主進步黨","美國賓州大學法律碩士
美國波士頓大學法律碩士
台大法律系司法組
北一女中","第九屆立法委員
超越基金會執行長
美國賓州大學法律博士候選人
2004年總統大選律師後援會總聯絡
人、驗票律師團律師
台北縣偏鄉法律諮詢服務義務律師
萬國法律事務所律師
律師高考及格"
"新北市",5,2,"黃志雄",65/10/16,"男","新北市","中國國民黨","國立體育大學博士、文化大學運研
所碩士、華僑高中、樹林國中、文
林國小","第六、七、八屆立法委員、立法院
黨團副書記長、新北市政府顧問、
中華奧會執行委員、新北市體育總
會理事長、文化大學第36屆華岡
青年、中華民國第43屆十大傑出青
年、2004年雅典奧運銀牌"
"新北市",5,3,"徐金菊",65/9/4,女,"湖北省","中華照生黨","高中","國際三鶯獅子會　會長
新北市照顧生命協會　理事長
台北市照顧生命協會　愛心大使
鶯歌老街大廣福茶坊　老板
台湾照生會貓狗119　秘書長"
"新北市",6,1,"張宏陸",61/1/10,"男","臺中市","民主進步黨","東吳大學政治系學士
國立臺北教育大學教育碩士","新北市議員
板橋市代理市長
台北縣政府民政局長
台北縣長室秘書
行政院秘書
行政院反恐辦公室副主任
蘇貞昌立委團隊助理
民進黨中常委
民進黨台北縣黨部執行長
文化大學美國研究所"
"新北市",6,2,"陳玉鳳",61/12/3,女,"雲林縣","中國和平統一黨","淡江大學英國語文學系畢業","台北市私立永春名人圍棋文理技藝
短期補習班負責人"
"新北市",6,3,"石人仁",48/6/16,"男","臺北市","親民黨","美國威斯康新大學麥迪遜校區法律
學博士
美國伊利諾大學香檳校區法學碩士
東吳大學法律學研究所法律學碩士
台灣大學法律系司法組法律學士","宏國德霖科技大學財金系副教授兼
系主任
行政院經建會副研究員
行政院研考會正研究員
台灣達隆工業執行副總經理
長榮航空法保室課長
大霸电子法務協理兼智權協理"
"新北市",6,4,"林國春",57/1/8,"男","金門縣","中國國民黨","美國柏明罕大學犯罪學碩士，中央
警察大學刑事系法學士。","臺北縣警察局刑警大隊組長、新北
市退休警察人員協會理事長、新北
市公共事務推展協會理事長、亞洲
警察學會主席、臺北縣第16屆議
員、新北市第1－3屆議員"
"新北市",7,1,"朱盛興",60/1/28,"男","新北市","安定力量","淡江大學歐洲研究所法學碩士","華航集團華旅旅行社前副總
中國南方航空台灣分公司前總經理特助
宏易精密工業前執行副總"
"新北市",7,2,"柯志恩",51/4/29,女,"屏東縣","中國國民黨","美國南加大教育心理學博士","立法委員，立法院厚生會秘書長，
中國國民黨婦女部主任，淡江大學
心理與諮商研究所教授兼所長，淡
江大學學務長，美國南加大人力資
源中心訓練督導，電視節目主持人"
"新北市",7,3,"連石磊",37/7/7,"男","臺北市","台灣工黨","東大中學高中畢業","商工統一促進会主席
新同盟会顧问
中華全球華人琉球之友協会理事長
台灣工党中央委員
國立政治大學企經高級班結業"
"新北市",7,4,"黃足貞",58/4/18,女,"臺北市","無","中國科技大學（中國工商專科學校五專制）畢業","好盟主席,民權團團長召集人,雙主
播真是好主播,軍公教網路之聲電台
主播,泛藍電台主播,愛家盟真愛家
主播主持人,網紅,作家,兒童故事創
作,插畫家,三十多年兒主老師,音樂
創作。"
"新北市",7,5,"吳達偉",73/7/21,"男","臺南市","台灣民眾黨","台大機械工程學研究所碩士
台大機械工程學系學士","歷久網路媒體負責人
華碩電腦資深工程師
廣達電腦工程師
中華民國憲兵排長"
"新北市",7,6,"張源益",57/12/1,"男","雲林縣","宗教聯盟","國立台北科技大學","曾任
專業廚師15年
科技公司 Sales Engineer
愛家三公投志工
現任
宗教聯盟台北市黨部副執行長
宗教聯盟新北市黨部副執行長"
"新北市",7,7,"羅致政",53/11/17,"男","苗栗縣","民主進步黨","美國加州大學洛杉磯分校ＵＣＬＡ
政治學博士
國立政治大學外交系","新台灣國策智庫執行長
蔡英文競選新北市長總部政策部主
任兼發言人
東吳大學政治系主任
外交部研究設計委員會主委
民主進步黨新北市黨部主委
國策研究院執行長
民視台灣看天下節目主持人
公視全球現場節目主持人
台灣社秘書長
國際自由聯盟副主席
外交及國防委員會召集委員"
"新北市",8,1,"邱烽堯",62/10/3,"男","新北市","中國國民黨","明新科技大學畢業、
淡江大學大陸研究所法學碩士","南開大學工商管理研究所企管碩士
新北市議會第一、二、三屆議員
中國國民黨新北市黨部副主委
國民黨18至20次全國代表大會代表
新北市消防局國光義消分隊長
中和區後備軍人輔導中心秘書主任
新北市青工總會會長
中和區青工會會長"
"新北市",8,2,"蔡宗霖",41/9/12,"男","臺南市","一邊一國行動黨","大專畢業","一曾就讀美國喬治亞，亞特蘭大大
　學碩士畢業二中國醫藥學院畢業
三佛光大學傳播系四昌暉國際股份
有限公司董事長五中華世界道教協
會全國總會理事長六新聞記者協會
秘書長七中華民國廣播電視協會常
務理事八台南市觀光協會委員九中
廣電台主持人文雄俱樂部。"
"新北市",8,3,"李國憲",58/12/25,"男","新北市","安定力量","芬蘭赫爾辛基經濟學院ＥＭＢＡ畢
國立臺灣海洋大學海洋運輸學系畢
中正國防幹部預備學校高中部畢業","ＪＳ淇譽電子科技（股）公司協理
大佳運動科技（股）公司總經理
第九屆立委候選人辦公室主任
亞洲物聯網ＡＩＯＴＡ發起人理事
中華民國長跑協會發起人兼秘書長"
"新北市",8,4,"許惠珍",41/11/23,女,"花蓮縣","天宙和平統一家庭黨","花蓮明禮國小
花蓮女中初、高中","東吳大學商用數學系肄業
美國統一神學院宗教教育碩士
中國人民大學宗教哲學博士
美國國際華人協會教育主任
美國國際教育基金會駐俄國遠東區
代表
美國國際教育基金會駐北京代表
世界和平統一家庭聯合會家庭教育
中心主任
中華孔孟協會第二屆理事
台灣大同會第二屆理事
天宙和平統一家庭黨第二屆主席"
"新北市",8,5,"江永昌",58/10/22,"男","新北市","民主進步黨","中和國小。
海山國中。
建國高中。
中興大學物理學士。
臺灣師範大學政治碩士。
臺灣大學工業工程碩士。
臺灣科技大學財務金融碩士。","公督盟、口袋國會雙認證優秀立
委。
立法院院會及委員會法案與預算審
查出席率、質詢率皆百分百。
第九屆立法委員。
第一、二屆新北市議員。
第十六屆台北縣議員。
中和市市民代表。
立委趙永清國會助理。
陽光之友協會理事長。
新北市義消。"
"新北市",8,6,"李正皓",73/6/20,"男","臺北市","親民黨","國立臺灣師範大學工業教育所碩士
國立海洋大學電機系學士","國立交通大學電機所博士候選人
草協聯盟發起人
2016國民黨總統競選發言人
國民黨青年團執行長
國民黨組發會主委機要"
"新北市",9,1,"陳愷寧",84/2/2,女,"臺北市","台灣維新","北一女中畢業","15歲始在各地打工維生
19歲獨自赴澳洲打工
23歲返鄉創業開貓草餐酒館
任大學調酒社指導老師
任大學首次畢業研討會總召
世新大學傳播管理學系畢業"
"新北市",9,2,"林聲洲",63/10/25,"男","新北市","勞動黨","新北市永和國民小學
新北市立永和國民中學
私立復興商工職業學校
東海大學藝術學士","夏潮聯合會秘書長
統一聯盟黨中央委員"
"新北市",9,3,"蔡沐霖",72/4/18,"男","臺北市","民主進步黨","①私立延平中學國中部②臺北
市立華江高中③世新大學口語傳播
學系學士④淡江大學中國大陸研究
所法學碩士","①民主進步黨卓榮泰主席特別助理
②中華民國大陸委員會機要秘書③
日本慶應義熟大學訪問學者④世新
大學口語傳播學系講師⑤財團法人
台灣維新基金會政策研究員⑥社團
法人台灣青年公民參與協會理事長"
"新北市",9,4,"林德福",42/10/23,"男","新北市","中國國民黨","臺北縣立頂溪國小畢業
臺灣省立板橋中學畢業
私立開南高級商工職業學校畢業","台北縣永和市市長、市民代表、代
表會副主席
新店高中文教基金會董事長
國立政治大學法律實務班結業
開南大學副董事長
第五、六、七、八、九屆立法委員
中國國民黨副秘書長、立法院黨團
書記長
立法院第九屆第四、五會期中國國
民黨黨團總召兼政策會執行長"
"新北市",9,5,"楊智淵",79/1/21,"男","臺中市","一邊一國行動黨","國立中興大學历史系畢","陸軍步兵預備役中士、永和信義房
屋專員、野草莓學運初期召集人、
919嗆馬大遊行總指揮、縣長候選
人隨行秘書、民進党青年代表、台
湾民族党副主席、國民陣線召集人"
"新北市",9,6,"詹宇賢",78/4/6,"男","臺北市","台灣基進","亞東技術學院
行銷與流通管理碩士","台灣基進
組織部北區特派"
"新北市",10,1,"林金結",57/7/21,"男","宜蘭縣","中國國民黨","宜蘭蓬萊國小、宜蘭南澳國中、光
華商職、德霖技術學院商學學士、
國立政治大學經營管理碩士。","新北市議會國民黨黨團書記長、國
民黨第20屆中央委員、國民黨土
城區黨部主任委員、國際獅子會
300B2區第三專區主席、新北市土
城區宜蘭縣同鄉會理事長、土城區
農會代表、財團法人頂埔教育基金
會董事、新北市義勇消防總隊顧
問。前德霖技術學院講師。"
"新北市",10,2,"吳琪銘",52/2/24,"男","雲林縣","民主進步黨","世新大學企業管理學系碩士","立法院民進黨團副書記長
新北市消防局義勇消防隊第五大隊
大隊長
新北市雲林同鄉會總召集人
新北市慢速壘球委員會理事長
新北市礦工協會榮譽理事長
大漢溪文教基金會常務董事
新北市議員
台北縣議員
任務型國大代表
土城市市民代表"
"新北市",10,3,"李縉穎",74/1/8,"男","臺北市","無","台大經濟系 學士
英國倫敦政經學院 碩士","台北市政府柯文哲市長室 主任研究員
郭台銘辦公室 政策主任"
"新北市",10,4,"劉瑞娜",48/5/8,女,"新北市","無","崇右技術學院五年制企業管理科","一、大漢技術學院研究所行銷流通
所肄業
二、中華兩岸文化觀光產業發展協
會秘書（籌組大陸農運會及辦
展）
三、中華咖啡產業協會理事
四、太魯閣藝術民宿創立二十年館
主
五、國家考試導遊"
"新北市",10,5,"曾怡晴",68/5/17,女,"桃園市","合一行動聯盟","內定國民小學，內壢國民中學，楊
梅高中，東海大學經濟系畢業","推動愛家公投義工，馨晴生活手作
坊負責人"
"新北市",11,1,"廖再興",39/3/1,"男","新北市","無","新店國小",
"新北市",11,2,"臧汝興",53/7/28,"男","韓國","勞動黨","韓國高麗大學社會學系","民主勞總金屬產業工會首爾西部地
區一般工會
勞動人權協會幹部"
"新北市",11,3,"羅明才",56/1/15,"男","彰化縣","中國國民黨","1.美國華盛頓城市大學企業管理碩
士。2致理商專(現升格科技大學)企
業管理系畢。","1.國民大會主席團主席。2.國民黨
中央委員。3.立法院財政委員會召
集委員。4.立法院經濟委員會召集
委員。5.立法院國民黨團副書記
長。6.臺北縣體育會理事長。7.臺
北縣彰化同鄉會理事長。8.救國團
新北市團委會指導委員。"
"新北市",11,4,"李欣翰",74/1/30,"男","高雄市","台灣基進","國立中正大學勞工關系學系","台灣基進高雄黨部主委
高雄好過日協會常務理事"
"新北市",11,5,"胡大剛",45/9/5,"男","臺中市","中華統一促進黨","省立台中第二高級中學","中華統一促進党政治義工"
"新北市",11,6,"廖麗娟",55/6/25,女,"新北市","合一行動聯盟","竹林高級中學畢業
中和國中畢業
中和國小畢業","合一行動聯盟黨代表
富邦人壽業務襄理
社團法人中華創造科學協會理事
台灣國際婦女全福會會友"
"新北市",11,7,"張銘祐",73/7/17,"男","南投縣","民主進步黨","南投縣立漳和國小，南投縣立南投
國中，南投縣立南投高商，私立中
洲科技大學。","議員助理，立委秘書，台湾加入联
合國大联盟策劃，北社主任、理
事，公投護台湾联盟執行總幹事，
公投教育基金会執行長，民視文教
基金会執行長，政論節目製作人、
來賓，國立台北教育大學台湾文化
研究所肄業"
"新北市",12,1,"賴嘉倫",69/8/22,"男","嘉義市","時代力量","國立臺灣大學國家發展研究所法學
碩士、中原大學財經法律學系學士","立法委員黃國昌國會辦公室主任、
黃國昌立委競選團隊金萬辦公室主
任、智慧財產權管理顧問公司主
任、全國工業總會資深專員"
"新北市",12,2,"張志偉",73/3/14,"男","臺北市","綠黨","成功高中
成功大學機械系","綠黨秘書長
國小代課老師
愛樂活社會企業專案經理
華語導遊
華亞科技設備工程師
台達電子機構工程師"
"新北市",12,3,"周武榮",57/10/3,"男","新北市","無","基隆仁愛國小
崇德國小
秀峰國中
師大附中
政大法律系學士
政大法研所碩士","政大東亞所博士肄
日本早稻田大學博士肄
北院公證人
汐止分局法顧
北一女中法顧
伊甸基金會法顧
新北中醫師公會法顧
民進黨新北黨部法顧
林光華及許添財法案研究員
林義雄公投苦行全程參與
野百合政大召集人
大學三年級律師高檢及格
著有法令制作實務公寓大廈實用等書"
"新北市",12,4,"李永萍",53/7/23,女,"臺中市","中國國民黨","美國紐約大學NYU新聞碩士、教
育部公費留學考試大眾傳播類第一
名、台灣大學外文學系學士、北一
女中、衛理女中國中部、中山國小","台北市副市長、台北市文化局局
長、立法院第五屆及第六屆立法委
員、台北市文化基金會董事長、台
灣文化創意產業聯盟協會榮譽理事
長、電視及廣播節目主持人"
"新北市",12,5,"張依維",64/5/20,女,"浙江省","中華統一促進黨","高中畢業","一.服飾店店長
二.中華統一促進黨秘書處秘書"
"新北市",12,6,"賴品妤",81/3/2,女,"臺北市","民主進步黨","國立臺北大學法律學系畢業","立法委員林昶佐國會辦公室法案助
理
318太陽花運動參與者
黑色島國青年陣線發言人
反媒體壟斷青年聯盟參與者"
"新北市",12,7,孫繼正,51/3/17,"男","臺北市","安定力量","國立中央大學大氣物理系學士
國立台灣科技大學EMBA管理學院
管理研究所碩士","安定力量創黨黨主席
罷免黃國昌立委發起人
700萬愛家公投發起人
「精煉如金」勵志暢銷書作者"
