"縣市","選區","號次","姓名","生日","性別","出生地","政黨",學歷,"經歷"
"臺北市",2,4,"陳民乾",50/2/26,"男","臺北市","一邊一國行動黨","淡水工商專校(現真理大學)","自營計程車行
1.社子里長候選人第8屆至12屆
2.第12屆市議員民進黨初選
3.第9屆北市第2選區立法委員候選人
4.107年北市長擬參選人
5.紳士協會理事、社子分會創會長
6.社子國小家長會長
7.凱校國家領導發展策略班
8.日蓮正宗善淨院典禮組司儀
9.文化大學地政代書班結業
10.一邊一國行動黨顧問
11.社子義警顧問
12.市公車處駕駛"
"臺北市",2,5,"孫大千",58/8/28,"男","臺北市","中國國民黨","美國俄亥俄州立大學工業焊接與系統工程博士；美國俄亥俄州立大學國際關係碩士；國立臺灣大學化學工程學系學士。","第五屆、第六屆、第七屆、第八屆立法委員；立法院外交及僑務委員會召集委員；國家政策研究基金會財政組顧問；中信金融管理學院財金法律學系專任教授；全國商業總會區塊鍊研究所所長。"
"臺北市",2,6,"熊嘉玲",58/11/7,女,"臺北市","合一行動聯盟","國立台灣大學復健醫學系學士
美國紐約大學公共行政研究所碩士","中華民國物理治療師公會全國聯合會常務理事。中華民國物理治療學會理事。長期照護專業協會委員。遠雄U未來社區委員。社區物理治療師。"
"臺北市",3,1,"何景榮",66/12/24,"男","印尼","台灣民眾黨","美國夏威夷大學社會學博士
國立政治大學政治學系碩士、學士
成功高中、明德國中、民生國小","中華民國十大傑出青年、茶仙居快餐店廚房內場、杏子豬排店跑堂兼雜工、教育部留學獎學金、美國國務院博士獎學金得主、德國杜賓根大學台灣研究中心訪問學人、賽珍珠基金會顧問、逢甲大學助理教授
中華民國外交特考(印尼文組)榜首"
"臺北市",3,2,"吳怡農",69/12/31,"男","美國","民主進步黨","耶魯大學經濟系
台北市民權國小","國安會專門委員
行政院院長室參議
陸軍特種作戰指揮部下士
高盛集團執行董事"
"臺北市",3,3,"田方宇",53/9/20,"男","臺北市","安定力量","文化大學　大眾傳播學系","健峰企管　資深顧問師
濤濤企管　培訓講師
台灣固網　媒體處經理
電通康信廣告　業務總監"
"臺北市",3,4,"蔣萬安",67/12/26,"男","臺北市","中國國民黨","美國賓夕法尼亞大學法學院法律博士、國立政治大學法律系及外交系雙學士、台北市建國高級中學、國立師大附中國中部","中華民國第九屆立法委員、「公督盟」評鑑連續七會期優秀立委、國民黨立法院黨團副書記長、立法院厚生會會長、立法院衛環委員會召委、萬澤外國法事務律師事務所主持律師、美國矽谷WSGR律師"
"臺北市",4,1,"郭正典",42/9/23,"男","嘉義市","一邊一國行動黨","國立陽明醫學院臨床醫學研究所博士
私立台北醫學院醫學系醫學士","台北榮總醫學研究部研究員兼科主任
台北榮總呼吸治療科主治醫師
國立陽明大學急重所教授兼所長
彰化基督教醫院胸腔內科主治醫師
紐西蘭奧克蘭醫院重症醫學部進修"
"臺北市",4,2,"李彥秀",60/12/18,女,"臺北市","中國國民黨","南港國小、誠正國中、靜修女中、美國加州爾灣大學經濟系畢業","美國斐柏坦大學企業管理研究所碩士班研究、婦女政策基金會董事長中華民國新住民女性關懷協會理事長、中國國民黨組織發展委員會婦女部主任、臺北市議會第八至十二屆市議員、第九屆立法委員、立法院中國國民黨黨團書記長、立法院中國國民黨團團首席副書記長"
"臺北市",4,3,"文祥志",47/4/20,"男","嘉義市","宗教聯盟","民族國小
蘭潭國中
民雄高中","曾任 自立晚報 中時晚報
中國時報 記者
自由時報 台北捷運報 交叉路報
專欄記者
個人著作（宇宙最強生命能量法）"
"臺北市",4,4,"錢一凡",53/4/16,"男","臺北市","安定力量","交通大學計算機工程學系","美商甲骨文 副總經理
美商希捷 資深經理
台灣微軟 資深經理"
"臺北市",4,5,"高嘉瑜",69/10/17,女,"基隆市","民主進步黨","◎北一女
◎臺大法律系
◎臺大國發所兩岸組碩士","◎第11至13屆臺北市議員(任內將內湖捷運聯開案送監院糾正通過後成功追回百億、積極爭取新闢捷運東環段解決內湖交通問題、推動南港產業生活特定專用區、第二座狗運動公園及改善動物之家環境、打造東湖櫻花林步道、大港墘生態公園、特色公園、共融式遊具及南港銀髮樂活中心)
◎任務型國大代表
◎臺大學生會長"
"臺北市",4,6,"蕭蒼澤",54/11/12,"男","雲林縣","喜樂島聯盟","國立台北大學犯罪學研究所","國立台北商業大學兼任講師、蒼澤法律事務所主持律師、明道法律事務所律師、謙誠法律事務所律師、土地登記代理人、專利代理人、海基會諮詢律師、台灣夢想家園關懷協會創辦人
國立中興大學法律學系、國立台北商業大學企管所、衛理神學院教牧碩士班、雲林縣私立崇先高中"
"臺北市",4,7,"郭佩雯",79/1/27,女,"臺北市","綠黨","松山商職
北安國中
大直國小","喜來登大飯店食材造型藝術中心
寒舍樂廚點心房
BMW銷售助理"
"臺北市",5,1,"楊烱煌",35/3/4,"男","臺中市","聾國黨","一、國立台中啟聰學校畢業
二、中國文化大學畢業
三、美國高立德大學教育科技碩士","一、聾國黨主席
二、國立新竹教育大學特殊教育系兼任講師
三、台北市啟聰學校導師兼教師
四、教育部手語辭典編輯委員會委員
五、奉人事行政局公費赴美國高立德大學博士班研究"
"臺北市",5,2,"徐立信",64/4/3,"男","臺中市","無","台中二中、中興大學夜間部法學士、臺灣大學法學碩士","「台北監督連線」中正萬華參選人、律師、立法院資深助理、真理大學財經系講師、青雲科技大學講師、法律扶助基金會律師、民間司改會執行委員、台北律師公會第25屆監事、2011青商總會國家副總會長、台北市翻譯商業同業公會理事長、中正一分局義警大隊副大隊長、國立臺北大學法學院傑出院友"
"臺北市",5,3,"林郁方",40/3/15,"男","高雄市","中國國民黨","美國維吉尼亞大學國際政治學博士、淡江大學美國研究所碩士、淡江大學英文系、高雄中學、旗山中學、屏東美和中學","國家政策研究基金會外交及國防組召集人、立法委員、淡江大學國際事務與戰略所所長、美國傅爾布萊特學者、行政院國家建設班講座、三軍大學戰爭學院講座"
"臺北市",5,4,"盧憲孚",53/11/4,"男","臺北市","無","私立淡江大學建築學學士
國立師大附中
私立靜心小學暨初中","私立淡江大學資訊傳播學系專任講師
朱銘美術館駐館藝術家
美國紐約大學藝術學院互動傳播專業碩士
美國舊金山純藝術學院新藝術(表演、錄影、裝置)碩士
美國加州大學洛杉磯分校建築暨都市規劃研究所建築設計碩士"
"臺北市",5,5,"邱一峰",41/3/1,"男","臺南市","一邊一國行動黨","台南一中
國立中興大學 法律研究所碩士","執業律師
高雄縣臺北市臺南市稅捐處稅務員
財政部經濟部專員
律師公會聯合會行政法規行政訴訟實務業務發展委員會主任委員、稅法民事法委員、台南市政府顧問、臺北市台南一中校友會創會秘書長、北市臺南市同鄉會副總幹事、台北縣選委會選監小組委員、北市福星國小家長會長、中正區調解委員"
"臺北市",5,6,"林昶佐",65/2/1,"男","臺北市","無","國立臺北大學企業管理學系學士","1.閃靈樂團主唱
2.國際特赦組織臺灣分會理事長
3.行政院二二八基金會董事
4.臺美國會議員聯誼會副會長
5.臺灣與英國國會友好協會副會長"
"臺北市",5,7,"黃義豐",40/8/14,"男","臺南市","無","1.國立政治大學法律學系學士畢業。
2.國立台灣大學法律研究所碩士畢業。","1.1983年美國杜蘭大學法學碩士畢業。
2.1985美國羅優拉大學法律博士(J.D.)畢業。
3.教育部民國六十九年度公費留學考試錄取。
4.台灣台北地方法院推事。
5.台灣高等法院法官。
6.最高法院法官。"
"臺北市",5,8,"周慶峻",32/6/28,"男","廣東省","中華愛國同心黨",,"中華愛國同心會(黨)會長
香港基督書院"
"臺北市",6,1,"沈宜璇",64/7/4,女,"臺北市","台灣維新","私立中國文化大學中國文學系","中央研究院史語所任職；芬蘭、埃及、美國授課；中華民國中東肚皮舞推廣協會理事長；中華夏威夷舞協會理事長；多所社區大學任教、授課。抗癌十年、身障二年"
"臺北市",6,10,"葉日勤",75/6/11,"男","臺北市","台灣基進","高中同等學力鑑定",
"臺北市",6,2,"楊攸凱",76/4/18,"男","高雄市","無","屏東學正幼稚園、屏東忠孝國小、屏東中正國中、高雄高級中學、國立中山大學資訊工程系、國立台灣大學電子工程所","鴻海精密工業股份有限公司
找活股份有限公司"
"臺北市",6,3,"林奕華",57/10/21,女,"臺中市","中國國民黨","美國賓州匹茲堡大學公共行政碩士、台大政治系法學士、師大附中、金華女中、古亭國小、光復國小","第九屆立法委員、新北市教育局局長、台北市教育局局長、台北市第八、九、十、十一屆市議員、世新大學講師、中華民國身心障礙服務推展協會理事長、台北市女童軍會理事長"
"臺北市",6,4,"蕭瑞麟",44/5/30,"男","南投縣","無","三重埔三光國小、台南市永福國小
台北永樂國小、基隆仁愛國小畢業
基隆信義國中全校第一名畢業
台北市建國中學畢業
高雄醫學院醫學系畢業","海軍陸戰隊退伍、榮總內科醫師
長庚小兒科總醫師、主治醫師
日本東京女子醫科大學研究員
美國UCLA研究員及潘翠公司董事長
寒山拾得作者"
"臺北市",6,5,"羅世晧",71/4/21,"男","新竹市","勞動黨","淡江大學日本語文學系文學士","台北市客家自強會監事"
"臺北市",6,6,"謝佩芬",76/2/26,女,"臺北市","民主進步黨","哈佛大學法學院法律碩士
哈佛大學甘迺迪政府學院公共政策碩士
台灣大學法律學士
台灣大學政治學士
台北市立第一女子高級中學","總統府國家安全會議幕僚
吐瓦魯常駐聯合國外交官
新境界智庫法政小組諮詢委員
律師、司法官考試及格
哈佛大學台灣同學會會長"
"臺北市",6,7,"黃典本",45/6/12,"男","福建省","無","福建省莆田市華僑職業中學初中畢業","從初中畢業後到澳門定居後來台定居來台定居後任台灣新住民文化發展協會理事長，中華民國各省市同鄉會榮譽總會長，台中市福建省同鄉會理事長等。"
"臺北市",6,8,"孟藹倫",44/5/27,女,"高雄市","中華婦女黨","中興大學（現台北大學）法律系畢
台南女中畢
省立岡山中學初中部畢
岡山空軍子弟小學（現兆湘國小）畢","前行政院勞委會勞保處長、勞工保險年金及國民年金法起草人、中央勞資爭議仲裁委員、全國軍公教警消權益保障協會發言人、中華婦女黨副主席、迦南國度協會理事長"
"臺北市",6,9,"張余健",61/8/13,"男","新北市","喜樂島聯盟","1.龍安國小    2.大安國中
3.新竹高工    4.新埔工專
5.世新大學傳播管理系
6.世新大學廣電研究所","中廣流行網節目企劃、
和信集團台北都會頻道主持人記者
客家電視後製組長
高苑科大、城市科大、大同大學兼任講師、中央電台導播"
"臺北市",7,1,"王映心",80/1/15,女,"臺北市","台灣基進","台北市私立華岡藝術學校畢業","台灣基進107年台北市議員候選人
台灣基進台北黨部副執行長"
"臺北市",7,2,"蔡宜芳",79/12/3,女,"高雄市","台灣民眾黨","國立高雄師範大學光電與通訊碩士
國立清華大學（原新竹教育大學）應用數學
道明中學","國立清華大學材料工程博士班、臺北市政府社會局機要秘書、國立交通大學電信工程研究、東區釣具代理總經理、遠東集團智慧工業物聯網專案經理、國際17創聯盟專案經理、工商建研會青年團"
"臺北市",7,3,費鴻泰,43/7/7,"男","臺北市","中國國民黨","美國肯塔基大學統計學博士
美國北伊諾大學統計學碩士
國立中興大學統計學學士
成功高中
大安國中、三興國小、信義國小","立法委員（94年迄今）
中國國民黨政策會執行長
立法院國民黨團書記長
臺北市議會副議長（87-91年）
臺北市議員（83-93年）"
"臺北市",7,4,"許淑華",62/5/22,女,"基隆市","民主進步黨","國立台北教育大學文化創意產業經營學系碩士
世新大學傳播研究所碩士","國立台北藝術大學文化資產與藝術創新準博士
第十、十一、十二、十三屆台北市議員台北市議會民主進步黨黨團總召
世界彰化同鄉會副秘書長
中華民國迷你足球協會推廣大使
SPCA台灣防止虐待動物協會顧問
台灣國際發明得獎協會顧問
台北市女子體育運動協會理事長"
"臺北市",7,5,"蘇伊文",45/5/23,女,"臺中市","言論自由聯盟","1.美國佛羅里達大學哲學博士
2.國立臺灣師範大學國文研究所碩士
3.私立輔仁大學中國文學系學士","1.言論自由聯盟榮譽黨主席
2.台灣讀寫力學會理事長
3.國立臺中教育大學教授兼系主任、創所所長
4.國立臺中教育大學專任教授"
"臺北市",8,1,"蕭曉玲",53/9/19,女,"宜蘭縣","喜樂島聯盟","私立東吳大學文學院音樂學系","前台北市立中山國中音樂教師
台灣教師聯盟理事長
北社理事"
"臺北市",8,2,"華珮君",77/8/31,女,"臺北市","台灣動物保護黨","1.台灣大學社會工作學系學士
2.北一女中
3.實踐國中
4.興德國小","1.台灣動物保護黨秘書長
2.東默農編劇有限公司共同創辦人
3.社工師"
"臺北市",8,3,"彭子軒",71/6/9,"男","臺北市","無","臺灣大學地理環境資源學系
臺中一中
衛道中學
省三國小","地理環境資源系學會會長
理學院學生會會長
立法委員謝明源助理
連接器廠業務PM工作11年"
"臺北市",8,4,"柯士翎",78/8/21,"男","高雄市","綠黨","國立新竹教育大學藝術與設計學系","綠黨第二十屆中央執行委員
桃園市議員王浩宇辦公市助理"
"臺北市",8,5,"阮昭雄",59/9/29,"男","彰化縣","民主進步黨","國立台灣大學農業經濟研究所碩士。
國立台北大學公共政策法學碩士。
私立世新大學公共傳播系文學士。","第11、12、13屆台北市議員。
台北市議會民政/教育/警政委員會召集人。
世新大學講師。
彰化子弟/澎湖外孫(同鄉會顧問)
民進黨中央黨部發言人。
蔡英文總統2012、2016、2020競選發言人。
國立台灣科技大學管理研究所博士班。
國立政治大學法學院碩士在職專班。"
"臺北市",8,6,"賴士葆",40/6/20,"男","臺中市","中國國民黨","美國南加州大學工業與系統工程碩士、博士
國立政治大學企管所碩士
國立成功大學機械系學士","第三屆國民大會代表
第四屆、第六屆、第七屆、第八屆、第九屆立法委員
台北市政府市政顧問團總召集人
台北市政府經濟發展委員會副總召集人、首席顧問
台北市政府花博顧問
考試院典試委員
國立政治大學企研所所長、教授"
"臺北市",8,7,"顏銘緯",85/5/3,"男","高雄市","台灣基進","中山大學社會學系","台灣基進發言人"
"臺北市",8,8,"李文",53/9/22,女,"美國","無",,"美國紐約大學東亞研究系學士1989、1992
美國哥倫比亞大學教育學碩士1992、1995
美國舊金山大學    教育學博士1995、2000
(國際多元化教育)
李文博士一直從事英語教學和研究及教授商業禮儀自美而中之高校名校完整經歷，另自2003年作為作家出版了中、英7-8本書，也曾報刊書寫時尚專欄，主持過節目，嘉賓及北京維權女皇。"
"臺北市",8,9,"張幸松",47/11/6,"男","臺北市","台灣民眾黨","三重國小、光榮國中、建國中學、臺灣大學商學系","1.榮邦地政士事務所負責人
2.中華民國尪公慈善功德會理事長
3.台北市尪公獅子會創會會長
4.台北市木柵集應廟第3.4屆主委
5.台北市文山區體育會第4.5屆理事長
6.台北市政府市政顧問
7.社團法人台灣張氏總會副理事長"
